,title,icon_prize,average_price,users_rate,number_reviews,street,address_formatted,lat,lon
5793,La Turka Kebab,,"Pizza, Fast Food, International, Spanish, Turkish",,,Calle Josep Pla 45,"Carrer Josep Pla, 08420 Granollers, Spain",41.6202786,2.2901373
5794,Antonio Allende Lobato,,,,,571 Castelldefels,"Castelldefels, Catalonia, Spain",41.2861022,1.9824173
5795,Galile,,"Bar, Pub",,,95 Carrer de Galileu,"Carrer de Galileu, 08014 Barcelona, Spain",41.3848016,2.1318087
5796,Central Park S.c.c.l.,,,,,"Sant Domenec, 13","Sant Domènec, 08221 Terrassa, Spain",41.5599281,2.0120438
5797,Juen Romano Agud,,,,,569 Bis,"Barcelona, Catalonia, Spain",41.3828939,2.1774322
5798,Espana,,European,,,242 Carrer del Maresme,"carrer del Maresme, 83208 el Masnou, Spain",41.4790542,2.3024898
5799,Italian Job,,Italian,,,"Carrer d'Enric Granados, 38","Coaliment, Carrer d'Enric Granados, 38, 40, 080007 Barcelona, Spain",41.3907371,2.1588705
5800,Churreria Chocolateria Granada,,€2 - €5,,,"Carrer de Sants, 443","Carrer de Sants, 08014 Barcelona, Spain",41.3754056,2.1352477
5801,880 Restaurant,,Dinner,,,"C/ Doctor Ibanez, 12","Carrer del Doctor Ibáñez, 08014 Barcelona, Spain",41.3872394,2.1319834
5802,Granja Tino,,Spanish,,,"Mediterranea, 10","Parc de la Mediterranea, Santa Coloma de Gramenet, Spain",41.4521302,2.2194091
5803,La Pausa,,"Breakfast, Lunch, Dinner",,,"C/ Aragon, S/n","Arxiu de la Corona d'Aragó, Carrer de la Marina, 0805 Barcelona, Spain",41.3947373,2.1860613
5804,S Cafe,,€5 - €10,,,"Carrer del Camp, 11","Carrer del Camp, 08022 Barcelona, Spain",41.4010775,2.1387544
5805,Les Torrades,,"Fast Food, Spanish",,,Paseo Valldaura 26,"Valldaura, Manresa, Catalonia, Spain",41.7246532,1.8180933
5806,La Cuina +Bernat,,"Steakhouse, Cafe, Fast Food, Mediterranean, Catalan",,,"Carrer de Buenos Aires, 16","Carrer de Buenos Aires, 16, 18, 08029 Barcelona, Spain",41.39121,2.1457575
5807,Punt de Trobada,,Cafe,,,C/Parellada 34,"08430 la Roca del Vallès, Spain",41.6050812,2.3445919
5808,Restaurante Sintra,,,,,"Consell de Cent, 313","Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
5809,Restaurante Seltz,,,,,"Rossello, 154","Carrer del Rosselló, 154, 08036 Barcelona, Spain",41.3911293,2.1548873
5810,Restaurante Pistach,,,,,245,"Barcelona, Catalonia, Spain",41.3828939,2.1774322
5811,Restaurante Pitamania,,Greek,,,"Ciutat D""asuncion, 53","Carrer de la Ciutat d'Asunción, 05030 Barcelona, Spain",41.4344631,2.2013465
5812,Restaurante Recinto,,,,,"Binefar, 37","Binefar, Carrer de Binèfar, 08020 Barcelona, Spain",41.424385,2.203435
5813,Restaurante Mendes,,,,,"Calle Rubio I Balaguer, 83","Catalonia, Spain",41.66667,2.0
5814,Restaurante Obradoiro,,,,,"Eguilaz, 9","Catalonia, Spain",41.66667,2.0
5815,Restaurante Nuno,,,,,"Llull, 229-231","Carrer de Llull, 229-231, 08005 Barcelona, Spain",41.4028804,2.2044702
5816,Restaurante Lahore,,,,,"Torrent de L""olla, 159","Torrent de l'Olla, Carrer del Torrent de l'Olla, 221, 08012 Barcelona, Spain",41.4066828,2.1518689
5817,Restaurante La Espiga D'oro,,Spanish,,,"Deu I Mata, 102","Carrer de Deu i Mata, 08021 Barcelona, Spain",41.3890098,2.1367406
5818,Restaurante Kashmir,,,,,"Sant Pau, 39","Sant Pau, Manresa, Catalonia, Spain",41.7146103,1.8341856
5819,Cecilia,,,,,"Carrer de Villarroel, 23","Ramen House, Carrer de Villarroel, 23, 08011 Barcelona, Spain",41.3814151,2.1616485
5820,Restaurante Jan's,,Italian,,,"Joan D""austria, 99","Carrer de Joan d'Àustria, 99, 08018 Barcelona, Spain",41.3953092,2.188376
5821,Restaurante Huajun,,Chinese,,,"Cinca, 10","Carrer del Cinca, 10, 08030 Barcelona, Spain",41.4351757,2.1921065
5822,L'espigall MAN YI,,,,,C/ Bailen 122,"Carrer de Provença, Bailèn, 08037 Barcelona, Spain",41.3990806,2.1675307
5823,Rocktail,,€9 - €18,,,"Carrer Comte d'Urgell,190","Carrer Comte d'Urgell, 08859 Begues, Spain",41.3296319,1.9331417
5824,GO! Sushing,,€12 - €30,,,Carrer De Laforja 128,"Carrer de Laforja, 08006 Barcelona, Spain",41.4003898,2.151314
5825,Restaurante Escarlata,,,,,"Joan Blanques, 68","Carrer de Joan Blanques, 68, 08024 Barcelona, Spain",41.406511,2.1591978
5826,Restaurante Escorpio,,,,,"Murcia, 46-48","Passeig de la Región de Murcia, 08206 Sabadell, Spain",41.5515128,2.0948193
5827,Zugasti Jatetxea,,Spanish,,,Elexalde 4,"Catalonia, Spain",41.66667,2.0
5828,Sultan Sofrasi,,Turkish,,,passeig de Fabra i Puig 97,"Passeig de Fabra i Puig, 08031 Barcelona, Spain",41.4303053,2.1755374
5829,Jambokit,,"Filipino, Asian",,,Calle Estrella 40,"Carrer Estrella, 08192 Sant Quirze del Vallès, Spain",41.5277991,2.0899304
5830,Cocktail Bar y Arte,,International,,,"Comte d'Urgell, 134","Comte d'Urgell, Gran Via de les Corts Catalanes, 08015 Barcelona, Spain",41.3820143,2.1582348
5832,El Cafeto de Sants,,Cafe,,,"Carrer de Sants, 294","Carrer de Sants, 08014 Barcelona, Spain",41.3754056,2.1352477
5833,Restaurant Chaouni,,€4 - €10,,,Calle Lleialtat,"Carrer de la Lleialtat, 08001 Barcelona, Spain",41.3764073,2.1661245
5834,Turris Calabria,,"Spanish, Catalan",,,Calabria 123,"Carrer de Calàbria, 123, 125, 08015 Barcelona, Spain",41.3806541,2.153358
5835,Frankfurt Qarma,,€2 - €10,,,Padilla,"Carrer de Padilla, 08013 Barcelona, Spain",41.4025435,2.1813549
5836,Papabubble,,"Lunch, Dinner",,,"Carrer Ample, 28","Ryans Irish Pub, Carrer Ample, 28, 08002 Barcelona, Spain",41.3804015,2.1800772
5837,Meiwei,,"Japanese, Asian",,,"Carrer De La Sequia Comtal, 9","Mei Wei, Carrer de la Sèquia Comtal, 9, 08018 Barcelona, Spain",41.4082003,2.1876319
5838,A Vocados,,€12 - €25,,,"Puigmarti, 2","Carrer de Puigmartí, 08037 BCN Barcelona, Spain",41.4021354,2.1601555
5839,Global la lira,,Mediterranean,,,C / Sant Isidre 13 08170,"Carrer Sant Isidre, 13, 08756 la Palma de Cervelló, Spain",41.41159,1.9705049
5840,Asiria,,Mediterranean,,,"Carrer De La Marina, 141","Carrer de la Marina, 141, 08013 Barcelona, Spain",41.396337,2.1844578
5841,Nirvana Bar&Eats,,€8 - €25,,,Carrer de l'Olivera 70,"Carrer de l'Olivera, la Llacuna, Spain",41.4740084,1.5288999
5842,Tierra Verde Biocultura,,€4 - €9,,,Calle Bonavenura Polles,"Catalonia, Spain",41.66667,2.0
5843,El Raco d'en Santy,,€5 - €60,,,C/ Altos Hornos 74,"Catalonia, Spain",41.66667,2.0
5844,Hot Aribau,,Dinner,,,"C/ Aribau, 254","Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
5845,Telekopas,,Greek,,,"Evarist Arnus, 64","Monument a Evarist Arnús i de Ferrer, plaça del Doctor Francesc Niubó i Mary, 08911 Badalona, Spain",41.4543541,2.2487374
5846,Van Mack SL.,,,,,"Muntaner, 41","el Muntaner, Sobremunt, Catalonia, Spain",42.0316824,2.1622
5847,Serveis de Sport de la V,,,,,"Diagonal, 695","Diagonal, Passeig de Gràcia, 08008 Barcelona, Spain",41.3955498,2.1604573
5848,Vermutito,,,,,"Mallorca, 211","Mallorca, Carrer de Mallorca, 08009 Barcelona, Spain",41.3968924,2.1667115
5849,Peixos Eva I Alex,,Mediterranean,,,"Calle Alfarras, 21 baixos","Catalonia, Spain",41.66667,2.0
5850,Tasca I vins,,Catalan,,,Carrer congress,"Fira Congress, Carrer de José Agustín Goytisolo, 08080 l'Hospitalet de Llobregat, Spain",41.3524004,2.1271772
5851,Restaurant Bar,,,,,"Muntaner, 215","el Muntaner, Sobremunt, Catalonia, Spain",42.0316824,2.1622
5852,Briaven,,Cafe,,,Calle Rosello 413,"Carrer Roselló, 08402 Granollers, Spain",41.6191252,2.2900661
5853,Bar Virginia,,Mediterranean,,,Carrer Mas Duran 14-16,"Carrer Mas Duran, 08620 Sant Vicenç dels Horts, Spain",41.3801384,1.9973825
5854,Demonio de los Andes,,Reservations,,,"Carrer de Biscaia, 428","Carrer de Biscaia, 428, 08027 Barcelona, Spain",41.4200473,2.1831331
5855,Restaurante Todo es Posible,,€20 - €30,,,Placa Major s/n,"Major Square, les Franqueses del Vallès, Catalonia, Spain",41.6200965,2.2975015
5856,La Taverna Divina,,"Spanish, Greek",,,Sant Bartomeu 58,"Sant Bartomeu, Plaça de l'Església, Vallbona d'Anoia, Spain",41.5188974,1.707701
5857,Pizzeria La Svolta,,"Lunch, Dinner",,,"Carrer de Perez Galdos, 30","La Svolta, Carrer de Pérez Galdós, 30, 8 Barcelona, Spain",41.4061025,2.1515184
5858,Santagloria,,Cafe,,,"Calle Rogent, 7","Carrer de Rogent, 08026 Barcelona, Spain",41.4090391,2.1852046
5859,Clandestine Dinner Party,,Reservations,,,"Carrer de la Ciutat de Granada, 28 Bis","Carrer de la Ciutat de Granada, 08018 Barcelona, Spain",41.4038075,2.1909433
5860,El Tropic,,,,,Calle Balmes 106,"Carrer Balmes, Ripollet, Spain",41.4942494,2.1597027
5861,Cafeteria Habana,,"Breakfast, Lunch, Dinner",,,"Calle Provenca, 139","Carrer Provença, 08770 Sant Sadurní d'Anoia, Spain",41.4244026,1.7845184
5862,Desi Tadka,,"Lunch, Dinner",,,Carrer Antoni de Capmany 31-35,"Catalonia, Spain",41.66667,2.0
5863,El 19,,Mediterranean,,,"Placa Lluis Perpinya, 19","Plaça de Lluís Perpinyà, Carrer d'Anselm Clavé, 08402 Granollers, Spain",41.6093756,2.289393
5864,Bruc Cafe,,€3 - €12,,,"Carrer l'Exercit, 8","Plaça del Penedès, Cal Patxaxo, Vilafranca del Penedès, Catalonia, Spain",41.3443214,1.6991124
5865,Bar Los 10 Hermanos,,Spanish,,,Calle Llobregos 182,"el Llobregós, 08283 Castellfollit de Riubregós, Spain",41.7857508,1.4270336
5866,Epicur Taberna Urbana,,€20 - €40,,,"Comte Borrell, 160","Carrer del Comte Borrell, 160, 08015 Barcelona, Spain",41.3835207,2.1548621
5867,Sabor Mediterrani,,Mediterranean,,,Mercat Barceloneta,"Premmia Mercat, Carrer de la Drassana, 6, 72 Barcelona, Spain",41.3754895,2.1894534
5868,Bar los Hermanos,,Mediterranean,,,Calle Simancas N*30,"Catalonia, Spain",41.66667,2.0
5869,Italian Slow Food,,€15 - €40,,,"Carrer de Enrique Granados, 149","Catalonia, Spain",41.66667,2.0
5870,Vermuteria Tulum,,€2 - €10,,,"Carrer Arago, 517-519","Carrer Aragó, 08870 Sitges, Spain",41.2387213,1.8155559
5871,Pistacho,,Catalan,,,"Passeig de Sant Gervasi, 75","Passeig de Sant Gervasi, 08022 Barcelona, Spain",41.4099272,2.1357342
5872,La Casita del Hondureno,,,,,Calle Sant Manuel 2-10,"Barcelona Health Hub, Carrer de Sant Antoni Maria Claret, 08025 BARCELONE Barcelona, Spain",41.4132572,2.1749271
5873,El restaurant del TNC,,€10 - €24,,,"Plaza Les Arts, 1","Catalonia, Spain",41.66667,2.0
5874,Ana caroline,,"Bar, Pub",,,13Calle Galicia,"Carrer Galicia, 08303 Mataró, Spain",41.5529587,2.4261121
5875,Dunkin',,"Breakfast, Lunch, Dinner",,,Estacion de Metro Plaza Catalunya S/n,"Catalonia, Spain",41.66667,2.0
5876,Lavazza,,"Breakfast, Lunch, Dinner",,,"Placa Dels Paisos Catalans, S/n Planta 0","Catalonia, Spain",41.66667,2.0
5877,PEPE FRITZ,,,,,"Carrer sabateret, 3","Carrer Sabateret, CP 08003 Barcelona, Spain",41.3858142,2.1823275
5878,Chebu Comida Vietnamita,,Vietnamese,,,"Carrer d'Entenca, 72","Carrer d'Entença, 72, 8015 Barcelona, Spain",41.3785208,2.1523979
5879,Hamburguesa Nostra,,,,,"Carrer de Brussel-Les, 46","Catalonia, Spain",41.66667,2.0
5880,Cafeteria E.S.C.I,,"Breakfast, Lunch, Dinner",,,Passeig Pujades N0 1,"Passeig de Pujades, 0805 Barcelona, Spain",41.3912084,2.186586
5881,Tento,,€3 - €8,,,"C/Bac de Roda, 64","Roda de Ter, Catalonia, Spain",41.98246,2.31125
5882,Subway,,"Lunch, Dinner",,,Moll D'Espanya 5,"Moll d'Espanya, Gothic Quarter, Barcelona, Catalonia, Spain",41.3790967,2.1834962
5883,Vinarium,,Reservations,,,"Carrer de Feliu Casanova, 24","Carrer de Feliu Casanova, 082028 Barcelona, Spain",41.3749141,2.1300082
5884,Atenas,,Mediterranean,,,"Calle Atenas, 42","Catalonia, Spain",41.66667,2.0
5885,Bar Restaurant Clot de La Mel,,"Bar, European, Spanish, Pub, Catalan, Dining bars",,,"Carrer de Bilbao, 202","Carrer de Bilbao, 08202 Sabadell, Spain",41.5490039,2.1148803
5886,Cuina Deu,,Chinese,,,"Carrer de Muntaner, 10","Carrer de Muntaner, 08011 Barcelona, Spain",41.3837838,2.1631405
5887,Palomar Restaurante,,,,,Carrer de Palomar 12,"Carrer de Palomar, 08030 Barcelona, Spain",41.4424228,2.1942018
5888,Ca l’ Angles,,"Spanish, Dining bars",,,"Carrer de Gava, 20","Carrer de Gavà, 20, 08820 el Prat de Llobregat, Spain",41.3268779,2.0933621
5889,El encuentro,,€7 - €28,,,Carrer Praga 29,"Praga, Carrer de la Foneria, 25, 08038 Barcelona, Spain",41.3603142,2.1377876
5890,Casa Voltes,,Mediterranean,,,Carrer d'en Grassot 72,"Carrer d'en Grassot, 08037 BCN Barcelona, Spain",41.4039474,2.1669651
5891,Bar pana,,Spanish,,,Vilafranca del penedes,"Vilafranca del Penedès, Catalonia, Spain",41.3463825,1.6995213
5892,Tento,,€3 - €8,,,"Calle Industria, 153","Carrer Indústria, 0890 Sant Feliu de Llobregat, Spain",41.3860866,2.0354332
5893,Manhattan,,"Bar, Pub",,,Riera Dels Frares,"Riera dels Frares, 08370 Calella, Spain",41.6270968,2.6564216
5894,Cafe Islandia,,"Bar, Pub",,,"Carrer De Bofarull, 59","Catalonia, Spain",41.66667,2.0
5895,Hikoma,,€5 - €20,,,Carrer de Gayarre 8,"Carrer de Gayarre, 08430 la Roca del Vallès, Spain",41.5833811,2.323128
5896,Subway,,American,,,Consell De Cent 355 Baixos,"Catalonia, Spain",41.66667,2.0
5897,Jamaica,,American,,,"Carrer de Potosi, 2 C.C. La Maquinista, Local C-107","Karauli, India",26.58,77.1
5898,Restaurante Dilijan,,€20 - €30,,,"Calle Rocafort, 106","Carrer Rocafort, 08271 Artés, Spain",41.794838,1.9463363
5899,Rodilla,,€3 - €15,,,"Via Laietana, 54","Via Laietana, 54, 08010 Barcelona, Spain",41.3872622,2.1746579
5900,Fleca & Cafe,,€2 - €20,,,"Carrer del Consell de Cent, 280","Red 58 Night Club Venue, Carrer del Consell de Cent, 280, 080009 Barcelona, Spain",41.3891883,2.1636797
5901,Aquiles,,,,,Centro de la Vila 35,"Catalonia, Spain",41.66667,2.0
5902,Rodilla,,€3 - €10,,,"C.C. La Maquinista Carrer de la Ciutat d'Asuncion, 50","Catalonia, Spain",41.66667,2.0
5903,La dor,,Reservations,,,"Calle Energia, 28","carrer de l'Energia, 08915 Badalona, Spain",41.4616406,2.2517152
5904,Llevatapes,,€5 - €18,,,Carrer Vintro 5,"08275 Calders, Spain",41.7564047,1.9836215
5905,HopTown,,€15 - €25,,,Carrer de Sicilia 181,"Carrer de Sicília, 181, 08088 Barcelona, Spain",41.3994482,2.1761158
5906,a27bakehouse,,"French, Cafe, International, Spanish, Street Food",,,Carrer Carme 53,"Carrer Carme, 08758 Cervelló, Spain",41.3924763,1.9807778
5907,Bang Bang De Gracia,,,,,Carrer Bruniquer 51,"Bruniquer, Carrer de Bruniquer, 08037 BCN Barcelona, Spain",41.4056088,2.1621684
5908,Restaurante Marbell,,"Breakfast, Lunch, Dinner",,,"Sant Joan, 66","Sant Joan, Carretera de Gombrén a Cal Ros, Gombrèn, Spain",42.2620854,2.0613563
